"","Region","District","FacilityName","Type","Town","Ownership","Latitude","Longitude","newColumn + 42","newColumn"
"2162","Greater Accra","Accra Metropolitan","Ayifua Clinic","Clinic","Nyaniba Estate (Osu)","Private",5.580728,-0.210467,47.580728,47.580728
"2163","Greater Accra","Accra Metropolitan","Otoo Memorial Dental Clinic","Clinic","Adabraka (94 Kojo Thompson Rd. - Premises of Avenida Hotel)","Private",5.580728,-0.210467,47.580728,47.580728
"2164","Greater Accra","Accra Metropolitan","Family Clinic","Clinic","Adabraka","Private",5.580728,-0.210467,47.580728,47.580728
"2165","Greater Accra","Accra Metropolitan","Civil Service Clinic","Clinic","Osu","Government",5.580728,-0.210467,47.580728,47.580728
"2166","Greater Accra","Accra Metropolitan","Obenfo Hospital","Hospital","Mataheko","Private",5.580728,-0.210467,47.580728,47.580728
"2167","Greater Accra","Accra Metropolitan","Hanson Medical Centre","Clinic","North Odorkor","Private",5.580728,-0.210467,47.580728,47.580728
"2168","Greater Accra","Accra Metropolitan","Aroma Dental Clinic","Clinic","Zongo (near night market)","Private",5.580728,-0.210467,47.580728,47.580728
"2169","Greater Accra","Accra Metropolitan","Bethany Medical Centre","Clinic","Kaneshie","Private",5.580728,-0.210467,47.580728,47.580728
"2170","Greater Accra","Accra Metropolitan","Lighthouse Mission","Clinic","Tesano","Private",5.580728,-0.210467,47.580728,47.580728
"2171","Greater Accra","Accra Metropolitan","Achimota Hospital","Hospital","Achimota","Government",5.580728,-0.210467,47.580728,47.580728
"2172","Greater Accra","Accra Metropolitan","Fire Medical Centre","Clinic","James Town","Government",5.580728,-0.210467,47.580728,47.580728
"2173","Greater Accra","Ga East","Madina Health Centre","Clinic","Madina (New Road)","Government",5.708873,-0.2432307,47.708873,47.708873
"2174","Greater Accra","Ga East","Superior Medical Centre","Clinic","Dome","Private",5.708873,-0.2432307,47.708873,47.708873
"2175","Greater Accra","Ga East","Clements Clinic","Clinic","Dome (Near Petrol Station)","Private",5.708873,-0.2432307,47.708873,47.708873
"2176","Greater Accra","Ga East","Pantang Health Assistants Training School","Training Institution","Pantang","Government",5.708873,-0.2432307,47.708873,47.708873
"2177","Greater Accra","Ga East","CMFR Clinic","Clinic","Hatso","Private",5.708873,-0.2432307,47.708873,47.708873
"2178","Greater Accra","Ga East","Dr Koranteng Dental Clinic","Clinic","Madina","Private",5.708873,-0.2432307,47.708873,47.708873
"2179","Greater Accra","Ga East","African Moslem Clinic","Clinic","Madina","Private",5.708873,-0.2432307,47.708873,47.708873
"2180","Greater Accra","Ga East","Victoria Clinic","Clinic","Madina","Private",5.708873,-0.2432307,47.708873,47.708873
"2181","Greater Accra","Ga East","Leonard Clinic","Clinic","Madina","Private",5.708873,-0.2432307,47.708873,47.708873
"2182","Greater Accra","Ga East","Van Medical Centre","Hospital","Ashongman","Private",5.708873,-0.2432307,47.708873,47.708873
"2183","Greater Accra","Ga East","Passion Clinic","Clinic","Ogbojo","Private",5.708873,-0.2432307,47.708873,47.708873
"2184","Greater Accra","Ga East","Taifa CHPS","Clinic","Taifa","Government",5.708873,-0.2432307,47.708873,47.708873
"2185","Greater Accra","Ga East","Jilac Specialist Hospital","Hospital","Dome","Private",5.708873,-0.2432307,47.708873,47.708873
"2186","Greater Accra","Ga East","Beans Clinic","Clinic","","Private",5.708873,-0.2432307,47.708873,47.708873
"2187","Greater Accra","Ga East","St Clement Clinic","Clinic","Dome","Private",5.708873,-0.2432307,47.708873,47.708873
"2188","Greater Accra","Ga East","Taifa CHPS","CHPS","Taifa","Government",5.708873,-0.2432307,47.708873,47.708873
"2189","Greater Accra","Ga East","Dela Clinic","Clinic","Madina (Old Road)","Private",5.708873,-0.2432307,47.708873,47.708873
"2190","Greater Accra","Ga West","Holy Dove Hospital","Hospital","New Achimota","Private",5.708873,-0.2432307,47.708873,47.708873
"2191","Greater Accra","Ga West","The New Achimota Clinic","Clinic","New Achimota","Private",5.708873,-0.2432307,47.708873,47.708873
"2192","Greater Accra","Ga West","Bertmis Maternity Home","Maternity Home","Tabora","Private",5.708873,-0.2432307,47.708873,47.708873
"2193","Greater Accra","Tema Metropolitan","Green House Clinic","Clinic","Spintex Road","Private",5.64767,-0.0015396,47.64767,47.64767
"2194","Greater Accra","Tema Metropolitan","Dziram Eye Clinic","Clinic","Baatsona","Private",5.64767,-0.0015396,47.64767,47.64767
"2195","Greater Accra","Accra Metropolitan","Korle-Bu Opthamalmic","Training Institution","Korle-Bu","Government",5.580728,-0.210467,47.580728,47.580728
"2196","Greater Accra","Accra Metropolitan","Korle-Bu Pery Operative","Training Institution","Korle-Bu","Government",5.580728,-0.210467,47.580728,47.580728
"2197","Greater Accra","Accra Metropolitan","Korle-Bu Public Health","Training Institution","Korle-Bu","Government",5.580728,-0.210467,47.580728,47.580728
"2198","Greater Accra","Accra Metropolitan","Military Nurses Training College","Training Institution","37","Government",5.580728,-0.210467,47.580728,47.580728
"2199","Greater Accra","Ga West","Western Hills School of Nursing (General Nursing)","Training Institution","Ofankor","Private",5.6667219,-0.3560076,47.6667219,47.6667219
"2200","Greater Accra","Ga East","Health Concern (Health Assistants Clinical)","Training Institution","Hatso","Private",5.708873,-0.2432307,47.708873,47.708873
"2201","Greater Accra","Tema Metropolitan","Nyaniba (Health Assistants Training School Clinical)","Training Institution","Tema","Private",5.64767,-0.0015396,47.64767,47.64767
"2202","Greater Accra","Accra Metropolitan","Martin Luther Health Assistants Training School","Training Institution","Odorkor","Private",5.580728,-0.210467,47.580728,47.580728
"2203","Northern","Bole","Bamboi Health Centre","Health Centre","Bamboi","Government",8.16514,-2.03238,50.16514,50.16514
"2204","Northern","Bole","Jama Health Centre","Health Centre","Jama","Government",8.29998,-2.18507,50.29998,50.29998
"2205","Northern","Bole","Catholic PHC","Health Centre","Bole","CHAG",9.03223,-2.48661,51.03223,51.03223
"2206","Northern","Bole","Bole Hospital","District Hospital","Bole","Government",9.0276,-2.49736,51.0276,51.0276
"2207","Northern","Bole","Bole District Health Directorate","District Health Directorate","Bole","Government",9.02768,-2.49669,51.02768,51.02768
"2208","Northern","Bole","Tinga Health Centre","Health Centre","Tinga","Government",8.58131,-2.22444,50.58131,50.58131
"2209","Northern","Bole","Banda-Nkwanta CHPS","CHPS","Banda-Nkwanta","Government",8.35314,-2.13659,50.35314,50.35314
"2210","Northern","Bole","Mandari Health Centre","Health Centre","Mandari","Government",9.02344,-2.57767,51.02344,51.02344
"2211","Northern","Bunkpurugu-Yunyuo","Yunyoo  Health Centre","Health Centre","Yunyoo","Government",10.48094,-0.01575,52.48094,52.48094
"2212","Northern","Bunkpurugu-Yunyuo","Bunkpurugu  Health Centre","Health Centre","Bunkpurugu","Government",10.52235,-0.08894,52.52235,52.52235
"2213","Northern","Bunkpurugu-Yunyuo","Bunkpurugu-Yunyuo District Health Directorate","District Health Directorate","Bunkpurugu","Government",10.52235,-0.08894,52.52235,52.52235
"2214","Northern","Bunkpurugu-Yunyuo","Rabito Clinic","Clinic","Bunkpurugu","Private",10.52235,-0.08894,52.52235,52.52235
"2215","Northern","Bunkpurugu-Yunyuo","Jimbale Health Centre","Health Centre","Gimbale","Government",10.45524,-0.01124,52.45524,52.45524
"2216","Northern","Bunkpurugu-Yunyuo","Binde  Rural  Hospital","Hospital","Binde","CHAG",10.56562,-0.02876,52.56562,52.56562
"2217","Northern","Bunkpurugu-Yunyuo","Nakpanduri  Health Centre","Health Centre","Nakpanduri","CHAG",10.63501,-0.17942,52.63501,52.63501
"2218","Northern","Bunkpurugu-Yunyuo","Nasuan  Health Centre","Health Centre","Nasuan","Government",10.51322,-0.16578,52.51322,52.51322
"2219","Northern","Central Gonja","Tina's Maternity Home","Maternity Home","Buipe","Private",8.76973,-1.45284,50.76973,50.76973
"2220","Northern","Central Gonja","Buipe Health Centre","Health Centre","Buipe","Government",8.78374,-1.46939,50.78374,50.78374
"2221","Northern","Central Gonja","Central Gonja District Health Directorate","District Health Directorate","Buipe","Government",8.78355,-1.46931,50.78355,50.78355
"2222","Northern","Central Gonja","Kusawgu Health Centre","Health Centre","Kusawgu","CHAG",9.19881,-1.05046,51.19881,51.19881
"2223","Northern","Central Gonja","Sankpala CHPS","CHPS","Sankpala","Government",9.26426,-1.00502,51.26426,51.26426
"2224","Northern","Central Gonja","Mpaha Health Centre","Health Centre","Mpaha","Government",8.74581,-1.11387,50.74581,50.74581
"2225","Northern","Central Gonja","Tuluwe Health Centre","Health Centre","Tuluwe","Government",8.71256,-0.93153,50.71256,50.71256
"2226","Northern","Central Gonja","Yapei Health Centre","Health Centre","Yapei","Government",9.14325,-1.1547,51.14325,51.14325
"2227","Northern","East Gonja","Abromase Health Centre","Health Centre","Abromase","Government",8.46421,-1.01615,50.46421,50.46421
"2228","Northern","East Gonja","Buma Health Centre","Health Centre","Buma","Government",8.29827,-0.85536,50.29827,50.29827
"2229","Northern","East Gonja","FAME Health Centre","Health Centre","Ekumde","Government",8.46489,-0.20386,50.46489,50.46489
"2230","Northern","East Gonja","Jantong CHPS","CHPS","Jantong","Government",9.23357,-0.40115,51.23357,51.23357
"2231","Northern","East Gonja","Kpalbe Health Centre","Health Centre","Kpalbe","Government",9.11986,-0.55531,51.11986,51.11986
"2232","Northern","East Gonja","Blajai E.P. Health Centre","Health Centre","Blajai","CHAG",8.37564,0.10165,50.37564,50.37564
"2233","Northern","East Gonja","Kitare  Health Centre","Health Centre","Kitare","Government",8.26244,-0.18055,50.26244,50.26244
"2234","Northern","East Gonja","Oti River Hospital","Hospital","Nkanchina","Government",8.4505,-0.07582,50.4505,50.4505
"2235","Northern","East Gonja","Kpandai Health Centre","Health Centre","Kpandai","Government",8.46327,0.00606,50.46327,50.46327
"2236","Northern","East Gonja","WEC Health Centre","Health Centre","Kpandai","Government",8.45768,0.01228,50.45768,50.45768
"2237","Northern","East Gonja","Lonto Health Centre","Health Centre","Lonton","Government",8.20497,-0.4063,50.20497,50.20497
"2238","Northern","East Gonja","Loloto Health Centre","Health Centre","Loloto","CHAG",8.36555,-0.40301,50.36555,50.36555
"2239","Northern","East Gonja","Gulbi  Quarters Health Centre","Health Centre","Gulbi Quarters","Government",8.25975,-0.23938,50.25975,50.25975
"2240","Northern","East Gonja","Sabojida Health Centre","Health Centre","Sabonjida","Government",8.31204,-0.30621,50.31204,50.31204
"2241","Northern","East Gonja","Bunjai CHPS","CHPS","Bunjai","Government",8.73741,-0.50597,50.73741,50.73741
"2242","Northern","East Gonja","Makango Health Centre","Health Centre","Makango","CHAG",8.32421,-0.61921,50.32421,50.32421
"2243","Northern","East Gonja","Salaga  Hospital","District Hospital","Salaga","Government",8.55733,-0.51437,50.55733,50.55733
"2244","Northern","East Gonja","East Gonja District Health Directorate","District Health Directorate","Salaga","Government",8.55653,-0.51267,50.55653,50.55653
"2245","Northern","East Gonja","Catholic PHC","Clinic","Salaga","Government",8.54888,-0.51912,50.54888,50.54888
"2246","Northern","East Mamprusi","Gambaga Health Centre","Health Centre","Gambaga","Government",10.528,-0.44041,52.528,52.528
"2247","Northern","East Mamprusi","East Mamprusi District Health Directorate","District Health Directorate","Gambaga","Government",10.528,-0.4407,52.528,52.528
"2248","Northern","East Mamprusi","Gbintiri Health Centre","Health Centre","Gbintiri","Government",10.28123,-0.11996,52.28123,52.28123
"2249","Northern","East Mamprusi","Wundua CHPS","CHPS","Wundua","Government",10.33391,-0.53381,52.33391,52.33391
"2250","Northern","East Mamprusi","Langbinsi Presby Health Centre","Health Centre","Langbinsi","CHAG",10.40747,-0.56017,52.40747,52.40747
"2251","Northern","East Mamprusi","Baptist Medical Centre","District Hospital","Nalerigu","CHAG",10.51973,-0.36573,52.51973,52.51973
"2252","Northern","East Mamprusi","Sakogu Health Centre","Health Centre","Sakogu","Government",10.5758,-0.27809,52.5758,52.5758
"2253","Northern","East Mamprusi","Gbingbani Health Centre","Health Centre","Gbingbani","Government",10.38706,-0.18374,52.38706,52.38706
"2254","Northern","Gushegu","Gushegu  Hospital","District Hospital","Gushegu","Government",9.92814,-0.21489,51.92814,51.92814
"2255","Northern","Gushegu","Katani CHPS","CHPS","Katani","Government",10.162,-0.08459,52.162,52.162
"2256","Northern","Gushegu","Gushegu District Health Directorate","District Health Directorate","Gushegu","Government",9.92814,-0.21489,51.92814,51.92814
"2257","Northern","Gushegu","Galwei Health Centre","Health Centre","Galwei","Government",9.6214,-0.43895,51.6214,51.6214
"2258","Northern","Gushegu","Kpatinga Health Centre","Health Centre","Kpatinga","Government",9.76705,-0.26769,51.76705,51.76705
"2259","Northern","Gushegu","Zinindo CHPS","CHPS","Zinindo","Government",9.6219,-0.56795,51.6219,51.6219
"2260","Northern","Karaga","Karaga Health Centre","Health Centre","Karaga","Government",9.91563,-0.43159,51.91563,51.91563
"2261","Northern","Karaga","Karaga District Health Directorate","District Health Directorate","Karaga","Government",9.91989,-0.43139,51.91989,51.91989
"2262","Northern","Karaga","Nyong CHPS","CHPS","Nyong","Government",9.8832,-0.62553,51.8832,51.8832
"2263","Northern","Karaga","Pishegu Health Centre","Health Centre","Pishegu","Government",9.96682,-0.64704,51.96682,51.96682
"2264","Northern","Nanumba North","Bimbilla  Hospital","District Hospital","Bimbilla","Government",8.85756,-0.05562,50.85756,50.85756
"2265","Northern","Nanumba North","Nanumba North District Health Directorate","District Health Directorate","Bimbilla","Government",8.8573,0.05507,50.8573,50.8573
"2266","Northern","Nanumba North","Binchera  Health Centre","Health Centre","Binchera","Government",9.11334,-0.0012,51.11334,51.11334
"2267","Northern","Nanumba North","Lanja  Health Centre","Health Centre","Lanja","Government",9.17736,-0.01795,51.17736,51.17736
"2268","Northern","Nanumba North","Chamba  Health Centre","Health Centre","Chamba","CHAG",8.69374,-0.13959,50.69374,50.69374
"2269","Northern","Nanumba North","Makayili  Health Centre","Health Centre","Makayili","Government",9.00093,-0.01717,51.00093,51.00093
"2270","Northern","Nanumba North","Juo CHPS","CHPS","Juo","Government",9.02161,-0.07641,51.02161,51.02161
"2271","Northern","Nanumba South","Lungni Health Centre","Health Centre","Lungni","Government",8.55814,-0.00315,50.55814,50.55814
"2272","Northern","Nanumba South","Nakpayili CHPS","CHPS","Nakpayili","Government",8.76046,0.05359,50.76046,50.76046
"2273","Northern","Nanumba South","Pudua Health Centre","Health Centre","Pudua","Government",8.86983,0.27477,50.86983,50.86983
"2274","Northern","Nanumba South","Nanumba South District Health Directorate","District Health Directorate","Welensi","Government",8.65638,0.00344,50.65638,50.65638
"2275","Northern","Nanumba South","Wulensi Health Centre","Health Centre","Wulensi","Government",8.65638,0.00344,50.65638,50.65638
"2276","Northern","Nanumba South","Kukuo CHPS","CHPS","Kukuo","Government",8.84772,0.15747,50.84772,50.84772
"2277","Northern","Saboba-Chereponi","Bunburika CHPS","CHPS","Bunburika","Government",10.40056,0.25425,52.40056,52.40056
"2278","Northern","Saboba-Chereponi","Wanjoga CHPS","CHPS","Wanjuga","Government",10.21564,0.33012,52.21564,52.21564
"2279","Northern","Saboba-Chereponi","Chereponi Health Centre","Health Centre","Chereponi","Government",10.13118,0.28735,52.13118,52.13118
"2280","Northern","Saboba-Chereponi","Gbangbanpong CHPS","CHPS","Gbangbanpong","Government",9.85065,0.30435,51.85065,51.85065
"2281","Northern","Saboba-Chereponi","Saboba Medical Centre","Hospital","Saboba","CHAG",9.70965,0.31924,51.70965,51.70965
"2282","Northern","Saboba-Chereponi","Saboba Chereponi District Health Directorate","District Health Directorate","Saboba","Government",9.70865,0.32139,51.70865,51.70865
"2283","Northern","Saboba-Chereponi","Sambuli Health Centre","Health Centre","Sambuli","CHAG",9.59873,0.27661,51.59873,51.59873
"2284","Northern","Saboba-Chereponi","Kpalba E.P Health Centre","Health Centre","Kpalba","CHAG",9.5358,0.22578,51.5358,51.5358
"2285","Northern","Saboba-Chereponi","Wapuli E.P. Health Centre","Health Centre","Wapuli","CHAG",9.73956,0.10464,51.73956,51.73956
"2286","Northern","Saboba-Chereponi","Garinkuka CHPS","CHPS","Garinkuka","Government",9.74152,0.13433,51.74152,51.74152
"2287","Northern","Saboba-Chereponi","Wenchiki Health Centre","Health Centre","Wenchiki","Government",10.2732,0.20774,52.2732,52.2732
"2288","Northern","Saboba-Chereponi","Saboba RCH","RCH","Saboba","Government",9.71598,0.319,51.71598,51.71598
"2289","Northern","Savelugu-Nanton","Nanton Health Centre","Health Centre","Nanton","Government",9.54552,-0.73422,51.54552,51.54552
"2290","Northern","Savelugu-Nanton","Pong Tamale Health Centre","Health Centre","Pong Tamale","Government",9.68228,-0.83354,51.68228,51.68228
"2291","Northern","Savelugu-Nanton","Diare Health Centre","Health Centre","Diare","Government",9.87457,-0.87583,51.87457,51.87457
